20001	614113642934616064	0
20002	614113753383235584	289666976
20003	614118180831674368	59320978
20004	614122429850320896	3045188288
20005	614125122862084096	747289232
20006	614125310380916736	0
20007	614131743482904576	2499345348
20008	614132191816232960	718904023
20009	614135522521427968	0
20010	614146333402861568	373226298
20011	614149851211780098	274136152
20012	614153179345784832	448510528
20013	614156045229932544	0
20014	614169751711956992	621721365
20015	614179516190044161	1777557487
20016	614186135263252480	0
20017	614187418825011200	0
20018	614200126827933696	1574070996
20019	614203303899979776	0
20020	614214700562296832	1447960080
20021	614220045296668676	23807763
20022	614221138189778944	44235624
20023	614225736124121088	27944341
20024	614225919885082624	0
20025	614235221576314880	0
20026	614238787120578560	0
20027	614243300372037633	14181258
20028	614256091455713280	2502484436
20029	614269228514807808	225196660
20030	614270839991738368	3346219157
20031	614275924037517312	2412708224
20032	614278352745070592	544714368
20033	614348525401427968	0
20034	614385847350226944	52242864
20035	614427212721311745	28802658
20036	614432006030688256	0
20037	614432376869904384	543787955
20038	614433955979198466	275988237
20039	614435114945277952	2903733490
20040	614436365896388608	0
20041	614441281826066433	43958210
20042	614444800612274177	1309271143
20043	614446664879747072	525954482
20044	614446808912297984	789569244
20045	614451179595018241	35759628
20046	614454683525120002	183399458
20047	614456734816583680	108155579
20048	614458085134987264	565501978
20049	614463203876016129	23933255
20050	614463697520599040	3207939867
20051	614464496250138624	0
20052	614465744697434112	0
20053	614476084394917888	37129155
20054	614477476866060288	0
20055	614498358011543553	388532818
20056	614499834213609473	0
20057	614501528947294208	272479234
20058	614502563455500288	426088240
20059	614510814519795712	19268859
20060	614512390344867840	843683052
20061	614514617344065536	843683052
20062	614516658833596416	0
20063	614518868715769856	26308591
20064	614519359793332224	0
20065	614522394120601601	546934384
20066	614524445655347201	1659062558
20067	614536888255262720	0
20068	614577899618836481	0
20069	614601055905513472	1716228649
20070	614606168795672576	593990249
20071	614609425265852416	270610643
20072	614610510114365441	33014006
20073	614612668410757120	1099962955
20074	614613730169499648	2267016139
20075	614617621317713920	753498337
20076	614761960039665664	2205269861
20077	614801659709886464	0
20078	614811034403123200	337194357
20079	614817509116489728	26218305
20080	614817698816495616	740874799
20081	614817960251666432	239242782
20082	614818193220235264	2651100063
20083	614818971246694400	525954482
20084	614819669145354242	1428473052
20085	614819761592102912	187547165
20086	614820193403932672	26218305
20087	614820814160920578	26218305
20088	614821673003544576	33014006
20089	614822247635685376	177584156
20090	614822732346200064	1428473052
20091	614823132390490113	177584156
20092	614823876623736833	747534378
20093	614824320569868288	18448384
20094	614824560689463296	177584156
20095	614825832654057474	57461026
20096	614826127278780417	530808482
20097	614826914058891264	288961609
20098	614829343945195526	594221885
20099	614831337506238464	23795703
20100	614837390818050048	0
20101	614842020377559040	404527642
20102	614845834170122240	1065869268
20103	614855589840076800	298060189
20104	614868769765101568	0
20105	614870020045340673	279223008
20106	614880225449627649	3346311185
20107	614880887088418816	0
20108	614884485872676864	2167674121
20109	614918002656411649	304185897
20110	614928642582319105	1145546574
20111	614930909226233856	0
20112	614935842298200068	3304265169
20113	614948062989959168	539281570
20114	614951724420321284	0
20115	614970336623390720	0
20116	614971379532730368	0
20117	614972668014673920	0
20118	614974639220125696	0
20119	614974798729383936	30043610
20120	614975266998362112	1210688401
20121	614980440710103040	303918175
20122	614983547082964995	54959820
20123	614999941300264961	3110905846
20124	615016087973986304	241140071
20125	615032806868062208	33831682
20126	615048604021972992	1511205571
20127	615138586170630144	0
20128	615163649187975168	446690057
20129	615177278973030401	1438951572
20130	615179679201370112	0
20131	615184141966004225	0
20132	615212360941326337	537168634
20133	615228708396273668	28913772
20134	615242339078926336	172194341
20135	615249998649790464	235791649
20136	615254521199996928	2762876709
20137	615277244802437120	97254875
20138	615289659229278208	0
20139	615289896656179201	2447898228
20140	615299082014302208	335915054
20141	615307987259932676	0
20142	615308127794147328	487984707
20143	615308871045791744	1118034906
20144	615324233288282112	0
20145	615326571646156805	0
20146	615329814191427584	468798935
20147	615332339493826560	0
20148	615334096596676610	239964758
20149	615340737782239232	2586175196
20150	615342184116523008	2811712112
20151	615356480028446720	177584156
20152	615371482550538240	28707625
20153	615478553195319296	28913772
20154	615500092435525632	3332543943
20155	615529599422857216	128947880
20156	615538801251852288	80605638
20157	615552424258842624	56749735
20158	615555893594226688	2830642691
20159	615567220320661504	439245840
20160	615575005766778880	0
